source_id,source_code,source_name,title,owner,official_url,release_year,retrieved_at,access_mode,update_frequency,automation_status,source_role,latest_snapshot_id,is_official,free_access,license_or_terms,license_note,terms_url,storage_allowed,transformation_allowed,redistribution_allowed,release_archive_decision,review_status,evidence_path,notes
SRC_CPI_TI,CPI_TI_OFFICIAL,Transparency International,Corruption Perceptions Index official results,Transparency International,https://images.transparencycdn.org/images/CPI2025_Results.xlsx,,,official_open_download,annual,controlled_fetch_or_manual_import,numeric_source,,True,True,CC BY 4.0 with attribution and indication of changes,Raw is not bundled in this integration stage; official workbook may be imported with checksum.,https://creativecommons.org/licenses/by/4.0/,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Open-data source registered conservatively; official scores and ranks are not recomputed. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_GGGI_WEF,GGGI_WEF_OFFICIAL,World Economic Forum,Global Gender Gap Report official dashboard export,World Economic Forum,https://www.weforum.org/publications/global-gender-gap-report-2025/,2025,2026-07-21T17:22:34Z,internal_offline_academic_release,annual,official_or_mirror_snapshot_import,numeric_source,SRC_GGGI_WEF:2025:734c4d719bb2c3fc,True,True,operator acknowledgement required,"GIR internal offline academic release, authorized by project owner, 2026-07-21",https://www.weforum.org/about/privacy-and-terms-of-use/,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Dormant connector awaiting an authorised structured export. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_ROLI_WJP,ROLI_WJP_OFFICIAL,World Justice Project,WJP Rule of Law Index official historical workbook,World Justice Project,https://worldjusticeproject.org/rule-of-law-index/downloads/2025_wjp_rule_of_law_index_HISTORICAL_DATA_FILE.xlsx,,,official_export_with_operator_authorisation,annual,awaiting_authorized_export,numeric_source,,True,True,copyright and reuse conditions require operator review,No numerical workbook is bundled; publication remains rights-gated.,https://worldjusticeproject.org/resources/copyright-policy,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Dormant until an operator-approved rights record and official workbook are supplied. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_SDG_SDSN_GLOBAL,SDG_SDSN_OFFICIAL,SDSN SDG Transformation Center,Sustainable Development Report official database,SDSN SDG Transformation Center,https://dashboards.sdgindex.org/static/downloads/database_2026.xlsx,2026,2026-07-20T18:33:00Z,official_free_download,annual,controlled_fetch_or_manual_import,numeric_source,SRC_SDG_SDSN_GLOBAL:2026:44c30300f053d6d1,True,True,edition-specific reuse terms; operator acknowledgement required,No numerical country dataset is bundled by this patch.,https://sdgtransformationcenter.org/legal,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Dormant until the operator records the applicable edition terms. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_SPI_GLOBAL,SPI_GLOBAL_OFFICIAL,Social Progress Imperative,Global Social Progress Index authorized export,Social Progress Imperative,https://www.socialprogress.org/social-progress-index,2026,2026-07-21T17:22:33Z,internal_offline_academic_release,annual,official_snapshot_fallback,numeric_source,SRC_SPI_GLOBAL:2026:df0f4cc4e68d2bf6,True,False,user-supplied authorization required,"GIR internal offline academic release, authorized by project owner, 2026-07-21",https://www.socialprogress.org/premium-tools-for-changemaker,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Dormant connector; rights are not inferred by GIR. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_UHC_WHO_WORLD_BANK,WHO_WB_UHC_SCI_OFFICIAL,World Health Organization and World Bank,UHC Service Coverage Index official Data360 release,World Health Organization and World Bank,https://data360files.worldbank.org/data360-data/data/WB_UHC/WB_UHC_WIDEF.csv,2025,2026-07-20T18:03:40.2207809Z,official_open_download,annual,implemented_verified_official_import,numeric_source,SRC_UHC_WHO_WORLD_BANK:2025:538dc324b9f258be,True,True,CC BY 4.0 with attribution,Raw is not bundled in this integration stage; official open download may be imported with checksum.,https://creativecommons.org/licenses/by/4.0/,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Open-data source registered conservatively; import still requires snapshot and SHA-256. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_WHR_FIGURE_2_1,WHR_FIGURE_2_1_OFFICIAL,"Wellbeing Research Centre, University of Oxford",World Happiness Report Figure 2.1 official data,"Wellbeing Research Centre, University of Oxford",https://files.worldhappiness.report/WHR26_Data_Figure_2.1.xlsx,2026,2026-07-20T18:04:01Z,official_free_download,annual,controlled_fetch_or_manual_import,numeric_source,SRC_WHR_FIGURE_2_1:2026:576e382655cec3ae,True,True,official data-sharing page; operator records reuse basis and citation,No numerical country dataset is bundled by this patch.,https://www.worldhappiness.report/data-sharing/,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Dormant until the operator records the release-specific data-use basis. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
SRC_WPFI_RSF,WPFI_RSF_OFFICIAL,Reporters Without Borders (RSF),World Press Freedom Index official annual export,Reporters Without Borders (RSF),https://rsf.org/sites/default/files/import_classement/2026.csv,,,official_export_with_operator_authorisation,annual,awaiting_authorized_export,numeric_source,,True,True,operator authorisation required; page terms restrict commercial use and derivatives by default,No numerical CSV is bundled; publication remains rights-gated.,https://rsf.org/en/methodology-used-compiling-world-press-freedom-index-2026,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Dormant until a rights record and official export are supplied. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
THE_ENG,THE_ENG,Times Higher Education World University Rankings by Subject: Engineering 2026,THE Engineering 2026,THE World Universities Insights Limited,https://www.timeshighereducation.com/world-university-rankings/2026/subject-ranking/engineering,2026,2026-07-21T16:41:54+00:00,internal_offline_academic_release; official/public acquisition archived locally; private raw storage with GIR country aggregation published inside the local platform,annual,published_internal_offline_academic_release_loaded,numeric_source,THE_ENG:2026:490923d565d1c6bb,True,False,THE Website Terms of Use and the user's separate data licence or written permission,"No scraping or raw redistribution. Import is enabled only after explicit confirmation of storage, transformation and derived-publication rights.",https://www.timeshighereducation.com/website-terms-of-use,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,docs/THE_ENGINEERING_2026_BACKEND.md,"Internal offline academic release authorized by the project owner on 2026-07-21. Storage, transformation, institution-row display and derived country publication are enabled inside the local GIR platform; raw redistribution remains disabled. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
TOP500_ORG_GREEN500,TOP500_ORG_GREEN500,Green500 June 2026 system list,67th Green500 List — June 2026,TOP500.org,https://top500.org/files/green500/green500_top_202606.xlsx,2026,2026-07-18T15:30:00+00:00,official downloadable XLSX,semiannual,implemented_official_xlsx,numeric_source,TOP500_ORG_GREEN500:2026:c185690b57a00697,True,True,TOP500 list described as freely available; explicit open-data licence not located,Raw workbook excluded from patch; attributed derived export retained under conservative project policy.,https://top500.org/lists/green500/2026/06/,1,1,,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"The list is described as freely available, but no explicit open-data licence was located. Raw XLSX is excluded. This is not legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
TOP500_ORG_TOP500,TOP500_ORG_TOP500,TOP500 June 2026 system list,67th TOP500 List — June 2026,TOP500.org,https://top500.org/lists/top500/2026/06/download/TOP500_202606.xlsx,2026,2026-07-18T15:30:00+00:00,official downloadable XLSX,semiannual,implemented_official_xlsx,numeric_source,TOP500_ORG_TOP500:2026:0951c19a44040d32,True,True,TOP500 list described as freely available; explicit open-data licence not located,Raw workbook excluded from patch; attributed derived export retained under conservative project policy.,https://top500.org/lists/top500/2026/06/,1,1,,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"The list is described as freely available, but no explicit open-data licence was located. Raw XLSX is excluded. This is not legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
UIS_HTEI,UIS_HTEI,UNESCO UIS Data API: STEM tertiary graduates,UNESCO UIS Data API: STEM tertiary graduates,UNESCO Institute for Statistics,https://api.uis.unesco.org/api/public/data/indicators,2026,2026-07-10T11:03:46+00:00,official version-pinned UIS Data API,regular,implemented_official_api,numeric_source,UIS_HTEI:2026:866318c2b5765ca9,True,True,UNESCO UIS Open Data terms,UNESCO UIS Open Data terms,https://www.unesco.org/en/open-access/cc-sa,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
UNCTAD_LSCI,UNCTAD_LSCI,UNCTAD Liner Shipping Connectivity Index,Liner shipping: Connectivity index - Quarterly (analytical),United Nations Conference on Trade and Development (UNCTAD),https://unctadstat-api.unctad.org/bulkdownload/US.LSCI/US_LSCI,2026,2026-07-20T19:16:33Z,official bulk 7z with verified CSV member,quarterly,implemented_verified_official_bulk_import,numeric_source,UNCTAD_LSCI:2026Q2:c777d645cbc437ea,True,True,Creative Commons Attribution 3.0 IGO (CC BY 3.0 IGO),UNCTAD attribution required; GIR-derived ranks and changes are labelled separately.,https://unctadstat.unctad.org/EN/FAQ.html,1,1,1,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Official bulk CSV is installed, checksum-verified and published with UNCTAD attribution. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
UNCTAD_PCI,UNCTAD_PCI,UNCTAD Productive Capacities Index,Productive Capacities Index,United Nations Trade and Development (UNCTAD),https://unctadstat-api.unctad.org/bulkdownload/US.PCI/US_PCI,2024,2026-07-20T19:05:36Z,official bulk 7z with verified CSV member,annual,implemented_verified_official_bulk_import,numeric_source,UNCTAD_PCI:2024:0adab3c00978c686,True,True,Creative Commons Attribution 3.0 IGO,Attribution is required; the specialised importer preserves the official snapshot and checksum.,https://unctadstat.unctad.org/EN/About.html,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative source-handling policy for the Economy & Finance module family; dataset-specific terms remain authoritative. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
UNDP_HDR,UNDP_HDR,UNDP Human Development Reports Data Center,UNDP Human Development Reports Data Center,UNDP,https://hdr.undp.org/sites/default/files/2025_HDR/HDR25_Composite_indices_complete_time_series.csv,2025,2026-07-09T05:00:02+00:00,official downloadable CSV,annual,implemented_official_download,numeric_source,UNDP_HDR:2025:61ed82e5b66c88df,True,True,UNDP Human Development Reports public data center terms,UNDP Human Development Reports public data center terms,https://hdr.undp.org/terms-use,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
UN_DESA_EGOV,UN_DESA_EGOV,United Nations E-Government Survey 2024 Technical Appendix,United Nations E-Government Survey 2024: Technical Appendix,United Nations Department of Economic and Social Affairs (UN DESA),https://desapublications.un.org/sites/default/files/publications/2024-10/Technical%20Appendix%20%28Web%20version%29%2030102024.pdf,2024,2026-07-17T09:52:05+00:00,official downloadable PDF and data center,biennial,implemented_verified_derived_export_and_official_pdf_parser,numeric_source,UN_DESA_EGOV:2024:b0d8cf1b0ef78e0e,True,True,United Nations copyright and terms of use,Conservative GIR delivery policy excludes the raw UN publication and supplies factual derived rows plus an official-host download recipe.,https://www.un.org/en/about-us/terms-of-use,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"The raw UN publication is excluded. The patch supplies factual extracted rows and a deterministic official-host recipe. Permission status for broader redistribution remains unresolved pending legal review; this project record is not legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
VDEM_V16,VDEM_V16,V-Dem Country-Year Dataset v16 — high-level democracy indices,V-Dem Country-Year Dataset v16 — high-level democracy indices,"Varieties of Democracy (V-Dem) Institute, University of Gothenburg",https://github.com/xmarquez/democracyData/tree/a940f616802f9e2f6e484775bdde1e09deaa21db,2026,2026-07-18T10:15:00+00:00,versioned CC BY-SA 4.0 RDA subset with deterministic GIR canonical CSV,annual,implemented_versioned_snapshot,numeric_source,VDEM_V16:2026:2d9ea9812e86f0f4,True,True,Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0),Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0),https://creativecommons.org/licenses/by-sa/4.0/,1,1,1,include_share_alike,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"CC BY-SA 4.0 requires attribution and ShareAlike for adapted material. This registry record documents handling and is not legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WEF_ENERGY_TRANSITION_INDEX_2026,ETI,World Economic Forum Energy Transition Index 2026,World Economic Forum Energy Transition Index 2026,"World Economic Forum, in collaboration with Accenture",https://www.weforum.org/publications/energy-transition-index-2026/,2026,2026-07-17T00:00:00+00:00,exact official headline table with checksums; authorised detailed-export importer,annual,implemented_official_headline_backend_frontend_and_authorised_importer,numeric_source,WEF_ENERGY_TRANSITION_INDEX_2026:2026:e6bb163aed2f9a48,True,False,WEF publication terms; CC BY-NC-ND 4.0 default terms; commercial use requires permission,WEF publication terms; CC BY-NC-ND 4.0 default terms; commercial use requires permission,https://www.weforum.org/about/licence-terms-on-the-use-of-forum-publications-and-materials/,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Imported from the reviewed ecology patch; original scientific and licensing boundaries preserved. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WIKIPEDIA_GMI_2022_TABLE,WIKIPEDIA_GMI_2022_TABLE,Wikipedia GMI 2022 table — permanent revision 1359299505,Wikipedia GMI 2022 table — permanent revision 1359299505,Wikipedia contributors / Wikimedia Foundation,https://en.wikipedia.org/w/index.php?title=List_of_countries_by_Global_Militarization_Index&oldid=1359299505,2022,2026-07-17T09:14:00Z,locked_attributed_secondary_table_snapshot,frozen_revision,implemented_complete_secondary_snapshot,numeric_source,WIKIPEDIA_GMI_2022_TABLE:2022:40df8338aacb6306,False,True,Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0),"Wikipedia contributors, “List of countries by Global Militarization Index,” revision 1359299505; underlying index publisher BICC.",https://creativecommons.org/licenses/by-sa/4.0/,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"The bundled source transcription and normalized derivative retain CC BY-SA 4.0 attribution and share-alike notice. | Normalised to central GIR include/exclude_raw_keep_derived policy; operator rights recorded. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WIPO_GII,WIPO_GII,WIPO Global Innovation Index 2025 database,WIPO Global Innovation Index 2025 database,WIPO,https://tind.wipo.int/record/58882/files/wipo-pub-2000-2025-gii-tech1.xlsx,2025,2026-07-09T05:00:11+00:00,official downloadable XLSX,annual,implemented_official_download,numeric_source,WIPO_GII:2025:29dac5fadb7c1ef3,True,True,WIPO Global Innovation Index data publication terms,WIPO Global Innovation Index data publication terms,https://www.wipo.int/copyright/en/,1,1,0,exclude_raw_keep_derived,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_COUNTRIES,WORLD_BANK_COUNTRIES,World Bank Countries API metadata,World Bank Countries API metadata,World Bank,https://api.worldbank.org/v2/country?format=json&per_page=400,2026,2026-07-10T07:37:23+00:00,official REST API,regular,implemented_official_api,reference_metadata,WORLD_BANK_COUNTRIES:2026:752315ee83a4ceb4,True,True,World Bank Open Data terms,World Bank Open Data terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_GLOBAL_FINDEX,WORLD_BANK_GLOBAL_FINDEX,World Bank Global Findex Database,Global Findex Database 2025,World Bank,https://thedocs.worldbank.org/en/doc/be6615202d1f08a25855c8ac2d615122-0050012025/related/GlobalFindexDatabase2025.csv,2025,2026-07-20T18:00:58Z,official downloadable CSV/XLSX,survey waves,implemented_verified_official_import,numeric_source,WORLD_BANK_GLOBAL_FINDEX:2025:dce89f60a9aceaf6,True,True,Creative Commons Attribution 4.0 International (CC BY 4.0),Global Findex is registered as a multidimensional indicator database; no synthetic overall score is created.,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative source-handling policy for the Economy & Finance module family; dataset-specific terms remain authoritative. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_HCI,WORLD_BANK_HCI,World Bank Human Capital Index API,World Bank Human Capital Index API,World Bank,https://api.worldbank.org/v2/source/63,2020,2026-07-09T05:00:03+00:00,official REST API,irregular,implemented_official_api,numeric_source,WORLD_BANK_HCI:2020:936ada2721306c57,True,True,World Bank Open Data terms,World Bank Open Data terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_HCIPLUS,WORLD_BANK_HCIPLUS,World Bank Human Capital Index Plus 2026,HCI+ 2026 country briefs,World Bank,https://humancapital.worldbank.org/en/country-briefs,2026,2026-07-11T12:05:47+00:00,official country-brief PDFs,edition based,automated,numeric_source,WORLD_BANK_HCIPLUS:INDEX:20260711T114545+0000,True,True,World Bank Open Knowledge / country-brief terms,Release uses official country briefs and source attribution.,https://openknowledge.worldbank.org/entities/publication/dfa7e24c-72f4-4903-88af-346f89875842,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_HTEI,WORLD_BANK_HTEI,World Bank indicators for high-technology workforce capacity,World Bank indicators for high-technology workforce capacity,World Bank,https://api.worldbank.org/v2/indicator,2025,2026-07-09T05:00:14+00:00,official REST API,regular,implemented_official_api,numeric_source,WORLD_BANK_HTEI:2025:31f2c8c20b5c4ca4,True,True,World Bank Open Data terms,World Bank Open Data terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative archive policy. This record documents distribution handling and is not a substitute for legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_LPI,WB_LPI,World Bank Logistics Performance Indicators,World Bank LPI 2.0 and survey-based LPI official Data360 snapshots,World Bank,https://data360.worldbank.org/en/dataset/WB_LPI_20,2025,2026-07-18T06:00:00Z,official_open_data_csv_snapshots,irregular / annual operational data,implemented_bundled_official_data360_snapshots,numeric_source,WORLD_BANK_LPI:LPI2:2025:5e67048bfb3b6b93,True,True,Creative Commons Attribution 4.0 International,CC BY 4.0; attribution and indication of GIR transformations are required.,https://creativecommons.org/licenses/by/4.0/,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Official Data360 dataset pages identify the data license as CC BY 4.0. | Normalised to central GIR include/exclude_raw_keep_derived policy; operator rights recorded. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_BANK_WGI,WORLD_BANK_WGI,Worldwide Governance Indicators 2025 revised dataset with source data,Worldwide Governance Indicators 2025 revised dataset with source data,World Bank,https://datacatalogfiles.worldbank.org/ddh-published/0038026/DR0095947/wgidataset_with_sourcedata-2025.xlsx,2025,2026-07-17T19:02:17+00:00,official downloadable XLSX with source-by-dimension means,annual,implemented_official_download,numeric_source,WORLD_BANK_WGI:2025:25a2f9eabb90b009,True,True,Creative Commons Attribution 4.0 International (CC BY 4.0); attribution to the World Bank Worldwide Governance Indicators is required and changes must be indicated.,Creative Commons Attribution 4.0 International (CC BY 4.0); attribution to the World Bank Worldwide Governance Indicators is required and changes must be indicated.,https://datacatalog.worldbank.org/public-licenses?fragment=cc,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Open-data delivery policy; this registry record documents handling and is not legal advice. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
WORLD_RISK_INDEX_2025,WORLD_RISK_INDEX,WorldRiskIndex 2025 and official harmonized trend 2000–2025,WorldRiskIndex 2025 and official harmonized trend 2000–2025,"Bündnis Entwicklung Hilft / Institute for International Law of Peace and Armed Conflict (IFHV), Ruhr University Bochum",https://weltrisikobericht.de/worldriskreport/,2025,2026-07-17T00:00:00+00:00,official checksummed XLSX/CSV files; immutable bundled snapshot,annual,implemented_official_backend_frontend_and_importer,numeric_source,WORLD_RISK_INDEX_2025:2025:f29649d5da03d4b0,True,True,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Imported from the reviewed ecology patch; original scientific and licensing boundaries preserved. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
YALE_EPI_2026,EPI,"Environmental Performance Index 2026: scores, trends and ranks","Environmental Performance Index 2026: scores, trends and ranks","Yale Center for Environmental Law & Policy / CIESIN, Columbia University",https://epi.yale.edu/downloads/epi2026results2026-07-07.xlsx,2026,2026-07-16T20:33:58+00:00,official downloadable XLSX; immutable bundled snapshot,biennial_or_publisher_schedule,implemented_official_snapshot_import_and_frontend,numeric_source,YALE_EPI_2026:2026:1f8dcceb4f7dc381,True,True,CC BY-NC-SA 4.0; non-commercial use and share-alike attribution requirements,CC BY-NC-SA 4.0; non-commercial use and share-alike attribution requirements,https://creativecommons.org/licenses/by-nc-sa/4.0/,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Imported from the reviewed ecology patch; original scientific and licensing boundaries preserved. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
world-bank-business-ready,WORLD_BANK_BREADY,World Bank Business Ready (B-READY),Business Ready (B-READY),World Bank Group,https://www.worldbank.org/en/businessready,2025,2026-07-20T18:38:29Z,official downloadable release bundle,annual during rollout,implemented_verified_official_import,numeric_source,world-bank-business-ready:2025:59a8a83b5d91faf7,True,True,Creative Commons Attribution 4.0 International (CC BY 4.0),Official pillar and topic scores are stored separately; GIR does not invent an aggregate economy score.,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,1,1,1,include,authorization_recorded_not_legal_opinion,local:internal_offline_academic_release,"Conservative source-handling policy for the Economy & Finance module family; dataset-specific terms remain authoritative. | release_mode=internal_offline_academic_release; attestation=GIR internal offline academic release, authorized by project owner, 2026-07-21"
